Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
"Desai Road, Ngara Nairobi",2,2,2,"KSh 8,100,000",House,Sale
Lavington Nairobi,6,6,7,"KSh 165,000,000",House,Sale
Parklands Westlands Nairobi,3,5,5,"KSh 27,000,000",Apartment,Sale
Westlands Nairobi,3,3,3,"KSh 27,000,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 12,500,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 9,200,000",House,Sale
Westlands Nairobi,beds,1,1,"KSh 7,500,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 15,500,000",House,Sale
"Tatu city, Nairobi Cbd Nairobi",3,3,3,"KSh 22,454,200",Apartment,Sale
"Tatu city, Nairobi Cbd Nairobi",2,2,2,"KSh 11,219,325",House,Sale
Imara Daima Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Syokimau Nairobi,3,2,2,"KSh 7,500,000",House,Sale
Parklands Nairobi,2,4,4,"KSh 16,878,400",Apartment,Sale
South B Nairobi,2,3,3,"KSh 8,000,000",House,Sale
"Jericho, Makadara Nairobi",1,1,1,"KSh 4,225,000",Apartment,Sale
"Jericho, Makadara Nairobi",2,1,1,"KSh 2,925,000",Apartment,Sale
"Jericho, Makadara Nairobi",2,1,1,"KSh 7,950,000",Apartment,Sale
"Jericho, Makadara Nairobi",3,3,3,"KSh 9,900,000",Apartment,Sale
"Jericho, Makadara Nairobi",3,2,2,"KSh 4,225,000",House,Sale
Kilimani Nairobi,2,3,3,"KSh 17,000,000",House,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 525,000,000",Other,Sale
Mombasa Rd Nairobi,beds,baths,Toilets,KSh 0,Other,Sale
Langata Nairobi,3,2,2,"KSh 8,500,000",Apartment,Sale
Syokimau Nairobi,1,2,2,"KSh 6,500,000",Apartment,Sale
Syokimau Nairobi,2,2,2,"KSh 8,000,000",Apartment,Sale
Syokimau Nairobi,3,3,3,"KSh 10,000,000",Apartment,Sale
Kitisuru Nairobi,beds,baths,Toilets,"KSh 9,000,000",Other,Sale
Upper Hill Nairobi,3,2,2,"KSh 30,000,000",House,Sale
Karen Nairobi,7,8,8,"KSh 160,000,000",House,Sale
Lower Kabete Nairobi,2,1,1,"KSh 9,500,000",Apartment,Sale
Westlands Nairobi,2,2,2,"KSh 14,150,000",Apartment,Sale
Thika Road Nairobi,beds,baths,Toilets,"KSh 5,500,000",Other,Sale
Kilimani Nairobi,1,1,1,"KSh 6,193,286",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 11,508,736",Apartment,Sale
Lower Kabete Nairobi,1,1,1,"KSh 7,400,000",Apartment,Sale
Lower Kabete Nairobi,1,1,1,"KSh 7,600,000",Apartment,Sale
Lower Kabete Nairobi,2,3,3,"KSh 13,350,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 13,350,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 21,950,000",Apartment,Sale
Lower Kabete Nairobi,2,2,2,"KSh 10,000,000",Apartment,Sale
Lower Kabete Nairobi,2,2,2,"KSh 11,000,000",Apartment,Sale
Lower Kabete Nairobi,3,4,4,"KSh 14,000,000",Apartment,Sale
Lower Kabete Nairobi,3,4,4,"KSh 15,000,000",Apartment,Sale
Lower Kabete Nairobi,3,4,4,"KSh 16,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 22,000,000",House,Sale
Donholm Nairobi,beds,baths,Toilets,"KSh 25,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 17,000,000",House,Sale
Kileleshwa Nairobi,4,5,5,"KSh 24,500,000",Apartment,Sale
Off Waiyaki Way Westlands Nairobi,2,3,3,"KSh 14,800,000",Apartment,Sale
Off Waiyaki Way Westlands Nairobi,2,3,3,"KSh 14,600,000",Apartment,Sale
Off Waiyaki Way Westlands Nairobi,2,3,3,"KSh 13,200,000",Apartment,Sale
Off Waiyaki Way Westlands Nairobi,2,2,3,"KSh 11,600,000",Apartment,Sale
Mombasa Road Nairobi,4,5,5,"KSh 14,300,000",Apartment,Sale
Mombasa Rd Nairobi,3,4,4,"KSh 7,400,000",Apartment,Sale
Mombasa Road Nairobi,2,3,3,"KSh 5,200,000",Apartment,Sale
Mombasa Road Nairobi,1,1,1,"KSh 1,900,000",Apartment,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 6,800,000",Apartment,Sale
Syokimau Nairobi,4,4,4,"KSh 19,000,000",House,Sale
Westlands Nairobi,4,3,3,"KSh 20,000,000",House,Sale
Roysambu Nairobi,beds,baths,Toilets,"KSh 75,000,000",Other,Sale
Westlands Nairobi,2,3,3,"KSh 15,500,000",House,Sale
Westlands Nairobi,2,2,2,"KSh 7,500,000",House,Sale
Umoja Nairobi,beds,baths,Toilets,"KSh 9,500,000",Other,Sale
Donholm Nairobi,6,6,6,"KSh 13,000,000",House,Sale
Riverside Nairobi,2,3,3,"KSh 7,900,000",Apartment,Sale
Riverside Nairobi,1,1,1,"KSh 6,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 8,500,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 6,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,Toilets,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 6,800,000",Apartment,Sale
Kilimani Nairobi,3,3,3,KSh 0,House,Sale
Syokimau Nairobi,2,1,1,KSh 0,Apartment,Sale
Syokimau Nairobi,2,2,2,KSh 0,Apartment,Sale
Syokimau Nairobi,3,2,2,KSh 0,House,Sale
Kilimani Nairobi,3,2,2,KSh 0,Apartment,Sale
Kileleshwa Nairobi,0,0,0,"KSh 350,000,000",Other,Sale
Mombasa Road Nairobi,5,4,4,KSh 0,House,Sale
Mlolongo Nairobi,3,2,2,KSh 0,Apartment,Sale
Hurlingham Nairobi,3,3,3,KSh 0,Apartment,Sale
Karen Nairobi,6,6,6,KSh 0,House,Sale
Embakasi Nairobi,4,4,4,KSh 0,House,Sale
Embakasi Nairobi,3,3,3,KSh 0,Apartment,Sale
Riverside Nairobi,3,4,4,"KSh 13,000,000",Apartment,Sale
Riverside Nairobi,2,3,3,"KSh 12,500,000",Apartment,Sale
Riverside Nairobi,2,3,3,"KSh 7,900,000",Apartment,Sale
Riverside Nairobi,1,1,1,"KSh 6,000,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 13,500,000",Apartment,Sale
Kileleshwa Nairobi,3,4,4,"KSh 30,000,000",Apartment,Sale
Ngong Rd Nairobi,2,2,2,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 13,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 19,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 8,600,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 6,800,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Lavington Nairobi,5,5,5,"KSh 60,000,000",House,Sale
Kileleshwa Nairobi,4,4,4,"KSh 42,000,000",House,Sale
Kileleshwa Nairobi,4,4,4,"KSh 20,800,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 19,000,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 13,300,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 12,000,000",House,Sale
Kileleshwa Nairobi,1,1,1,"KSh 7,300,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 6,700,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 40,000,000",House,Sale
"Off jogoo road, Pumwani Nairobi",3,2,3,"KSh 19,250,000",House,Sale
Garden Estate Nairobi,5,5,5,"KSh 65,000,000",House,Sale
Lavington Nairobi,4,4,4,"KSh 28,000,000",Apartment,Sale
Lavington Nairobi,1,2,2,"KSh 6,700,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 12,036,000",House,Sale
Kilimani Nairobi,1,1,1,"KSh 5,700,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 8,000,000",Apartment,Sale
Ngong Rd Nairobi,1,2,2,"KSh 1,980,000",Apartment,Sale
Westlands Nairobi,4,4,4,"KSh 25,000,000",Apartment,Sale
Syokimau Nairobi,5,4,4,"KSh 15,500,000",House,Sale
Kileleshwa Nairobi,4,4,4,"KSh 34,000,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 27,000,000",House,Sale
Kitisuru Nairobi,5,5,5,"KSh 135,000,000",House,Sale
Loresho Nairobi,5,5,5,"KSh 150,000,000",House,Sale
Lavington Nairobi,5,5,5,"KSh 75,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 40,000,000",House,Sale
South C Nairobi,2,2,2,"KSh 11,000,000",House,Sale
South C Nairobi,3,3,3,"KSh 12,000,000",House,Sale
Lavington Nairobi,2,2,2,"KSh 13,000,000",House,Sale
Lavington Nairobi,4,3,3,"KSh 170,000",House,Sale
Kitisuru Nairobi,beds,baths,Toilets,"KSh 60,000,000",Other,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 320,000,000",Other,Sale
Industrial Area Nairobi,beds,baths,Toilets,"KSh 300,000,000",Other,Sale
Muthaiga Nairobi,5,5,5,"KSh 230,000,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 19,000,000",House,Sale
Nairobi Cbd Nairobi,0,0,0,KSh 132,Other,Sale
Utawala Nairobi,0,0,0,"KSh 7,000,000",Other,Sale
Kitisuru Nairobi,beds,baths,Toilets,"KSh 55,000,000",Other,Sale
Langata Nairobi,beds,baths,Toilets,"KSh 8,000,000",Other,Sale
Ridgeways Nairobi,beds,baths,Toilets,"KSh 36,000,000",Other,Sale
"Kenyatta Road, Westlands Nairobi",4,4,4,"KSh 26,000,000",House,Sale
Runda Nairobi,5,5,5,"KSh 85,000,000",House,Sale
Lower Kabete Nairobi,beds,baths,Toilets,"KSh 45,000,000",Other,Sale
Ridgeways Nairobi,beds,baths,Toilets,"KSh 47,000,000",Other,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 45,000,000",Other,Sale
Utawala Nairobi,6,4,4,"KSh 35,000,000",House,Sale
Kileleshwa Nairobi,beds,baths,Toilets,"KSh 5,800,000",Apartment,Sale
Lavington Nairobi,4,4,4,"KSh 26,000,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 24,500,000",House,Sale
"Utawala Complex Eastern Bypass, Utawala Nairobi",0,0,0,"KSh 2,300,000",Other,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 5,500,000",Apartment,Sale
"Utawala Complex Eastern Bypass, Utawala Nairobi",0,0,0,"KSh 2,300,000",Other,Sale
Kilimani Nairobi,2,2,2,"KSh 11,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 9,800,000",House,Sale
Kilimani Nairobi,2,2,2,"KSh 7,500,000",Apartment,Sale
Lavington Nairobi,3,3,3,"KSh 23,000,000",House,Sale
Lavington Nairobi,3,3,3,"KSh 21,000,000",House,Sale
Lavington Nairobi,3,3,3,"KSh 19,500,000",House,Sale
Kilimani Nairobi,beds,1,1,"KSh 4,800,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 11,500,000",House,Sale
Kilimani Nairobi,1,1,1,"KSh 7,000,000",House,Sale
Lavington Nairobi,3,3,3,"KSh 18,500,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 9,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,300,000",Apartment,Sale
"Off Rhapta road, Westlands Area Westlands Nairobi",1,1,1,"KSh 8,300,000",Apartment,Sale
"Off Rhapta road, Westlands Area Westlands Nairobi",1,1,1,"KSh 15,100,000",Apartment,Sale
"Off Rhapta road, Westlands Area Westlands Nairobi",2,2,2,"KSh 19,400,000",Apartment,Sale
Kileleshwa Nairobi,3,3,3,"KSh 13,800,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 8,500,000",House,Sale
Kileleshwa Nairobi,1,1,1,"KSh 6,500,000",Apartment,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 5,000,000",Apartment,Sale
Kitisuru Nairobi,3,3,3,"KSh 15,000,000",House,Sale
Kitisuru Nairobi,2,2,2,"KSh 12,000,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 19,000,000",House,Sale
Kileleshwa Nairobi,2,2,2,"KSh 12,000,000",Apartment,Sale
Kileleshwa Nairobi,2,2,2,"KSh 11,000,000",House,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",House,Sale
Riverside Nairobi,3,3,3,"KSh 12,500,000",House,Sale
Mombasa Road Nairobi,beds,baths,Toilets,"KSh 20,000,000",Other,Sale
Mombasa Road Nairobi,beds,baths,Toilets,"KSh 40,000,000",Other,Sale
Mombasa Road Nairobi,beds,baths,Toilets,"KSh 80,000,000",Other,Sale
Mombasa Road Nairobi,beds,baths,Toilets,"KSh 375,000,000",Other,Sale
Westlands Nairobi,1,1,1,"KSh 7,800,000",House,Sale
Kilimani Nairobi,1,1,1,"KSh 4,800,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 39,000,000",House,Sale
Syokimau Nairobi,3,3,3,"KSh 9,000,000",House,Sale
Syokimau Nairobi,2,2,2,"KSh 7,000,000",House,Sale
Kiambu Road Nairobi,5,5,5,"KSh 85,000,000",House,Sale
Kiambu Road Nairobi,5,5,5,"KSh 30,000,000",House,Sale
Runda Nairobi,3,3,3,"KSh 43,000,000",House,Sale
Muthaiga Nairobi,5,5,5,"KSh 38,000,000",House,Sale
Thome Nairobi,3,3,3,"KSh 8,500,000",House,Sale
Karen Nairobi,5,5,5,"KSh 225,000,000",House,Sale
Upper Hill Nairobi,beds,baths,10,"KSh 2,550,000,000",Other,Sale
Runda Nairobi,10,9,9,"KSh 500,000,000",House,Sale
Lavington Nairobi,4,4,4,"KSh 170,000",House,Sale
Westlands Nairobi,2,3,3,"KSh 10,000,000",Apartment,Sale
Westlands Nairobi,2,3,3,"KSh 9,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 10,000,000",Apartment,Sale
Lavington Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 6,800,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 9,000,000",House,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 7,000,000",House,Sale
Kilimani Nairobi,1,1,1,"KSh 7,000,000",House,Sale
Imara Daima Nairobi,2,2,2,"KSh 6,000,000",Apartment,Sale
Embakasi Nairobi,3,3,3,"KSh 7,500,000",House,Sale
South C Nairobi,3,3,3,"KSh 9,900,000",Apartment,Sale
Karen Nairobi,4,4,4,"KSh 65,000,000",House,Sale
Loresho Nairobi,5,5,5,"KSh 115,000,000",House,Sale
Lower Kabete Nairobi,5,5,5,"KSh 350,000",House,Sale
Lower Kabete Nairobi,4,5,5,"KSh 185,000,000",House,Sale
Lower Kabete Nairobi,3,3,3,"KSh 95,000,000",House,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,3,4,"KSh 6,800,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 14,600,000",House,Sale
Valley Arcade Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 8,000,000",Apartment,Sale
Lavington Nairobi,3,3,3,"KSh 19,000,000",House,Sale
Westlands Nairobi,4,4,4,"KSh 55,500,000",House,Sale
Karen Nairobi,5,5,5,"KSh 150,000,000",House,Sale
Kileleshwa Nairobi,3,3,3,"KSh 20,000,000",House,Sale
Kileleshwa Nairobi,beds,baths,Toilets,"KSh 26,000,000",Apartment,Sale
Kilimani Nairobi,3,3,3,"KSh 15,000,000",Apartment,Sale
South C Nairobi,4,4,4,"KSh 14,500,000",House,Sale
Westlands Nairobi,2,2,2,"KSh 12,100,000",Apartment,Sale
"City Chicken Road, Clay City Kasarani Nairobi",0,0,0,"KSh 7,000,000",Other,Sale
Kileleshwa Nairobi,2,2,2,"KSh 11,500,000",House,Sale
Kilimani Nairobi,3,3,3,"$ 140,676",Apartment,Sale
Kilimani Nairobi,2,2,2,"$ 137,032",Apartment,Sale
Kilimani Nairobi,1,1,1,"$ 73,220",Apartment,Sale
Kilimani Nairobi,beds,1,1,"$ 68,582",Apartment,Sale
Lavington Nairobi,5,5,5,"KSh 60,000,000",House,Sale
Karen Nairobi,5,5,5,"KSh 120,000,000",House,Sale
Lavington Nairobi,6,6,6,"KSh 82,000,000",House,Sale
Riverside Nairobi,3,3,3,"KSh 26,000,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 12,000,000",House,Sale
Loresho Nairobi,5,5,5,"KSh 150,000,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 16,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
"Off Rhapta road, Westlands Area Westlands Nairobi",2,2,2,"KSh 16,700,000",Apartment,Sale
"Off Rhapta road, Westlands Area Westlands Nairobi",1,1,1,"KSh 7,700,000",Apartment,Sale
"Off Rhapta road, Westlands Area Westlands Nairobi",1,1,1,"KSh 13,000,000",Apartment,Sale
Riruta Nairobi,3,3,3,"KSh 8,500,000",Apartment,Sale
Riruta Nairobi,2,2,2,"KSh 6,500,000",Apartment,Sale
Riruta Nairobi,1,1,1,"KSh 2,700,000",Apartment,Sale
Riruta Nairobi,beds,1,1,"KSh 1,980,000",Apartment,Sale
Lavington Nairobi,2,2,2,"KSh 8,600,000",Apartment,Sale
Lavington Nairobi,beds,baths,Toilets,"KSh 7,600,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 5,600,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 6,800,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,2,2,2,"KSh 14,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,5,"KSh 24,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,4,"KSh 24,500,000",Apartment,Sale
Kileleshwa Nairobi,4,4,5,"KSh 25,000,000",Apartment,Sale
Kileleshwa Nairobi,4,4,5,"KSh 24,500,000",Apartment,Sale
Karen Nairobi,5,6,6,"KSh 70,000,000",House,Sale
Karen Nairobi,5,6,6,"KSh 99,000,000",House,Sale
Karen Nairobi,5,6,6,"KSh 105,000,000",House,Sale
Muthaiga Nairobi,beds,baths,Toilets,"$ 245,000",Apartment,Sale
Lower Kabete Nairobi,beds,baths,Toilets,"KSh 63,000,000",House,Sale
Kiambu Road Nairobi,beds,baths,Toilets,"KSh 34,000,000",House,Sale
Karen Nairobi,0,0,0,"KSh 40,000,000",House,Sale
Westlands Nairobi,3,4,4,"KSh 12,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Westlands Nairobi,3,4,4,"KSh 20,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Kileleshwa Nairobi,1,2,2,"KSh 5,500,000",Apartment,Sale
Kilimani Nairobi,4,5,6,"KSh 15,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 13,000,000",Apartment,Sale
Kilimani Nairobi,4,5,5,"KSh 20,000,000",Apartment,Sale
Kilimani Nairobi,3,4,4,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,3,4,5,"KSh 11,000,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 6,800,000",Apartment,Sale
Kilimani Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Kilimani Nairobi,1,1,1,"KSh 4,500,000",Apartment,Sale
Lavington Nairobi,4,5,5,"KSh 78,000,000",House,Sale
Mombasa Road Nairobi,3,3,3,"KSh 8,400,000",Apartment,Sale
Mombasa Road Nairobi,beds,2,2,"KSh 7,300,000",Apartment,Sale
Mombasa Road Nairobi,1,1,1,"KSh 5,500,000",Apartment,Sale
Mombasa Road Nairobi,beds,1,1,"KSh 4,200,000",Apartment,Sale
Kilimani Nairobi,4,4,4,"KSh 28,000,000",House,Sale
Syokimau Nairobi,2,2,2,"KSh 8,700,000",House,Sale
Kilimani Nairobi,3,3,3,"KSh 15,500,000",House,Sale
Kilimani Nairobi,2,2,2,"KSh 14,200,000",House,Sale
Kilimani Nairobi,1,1,1,"KSh 8,700,000",Apartment,Sale
Kilimani Nairobi,beds,1,1,"KSh 6,400,000",Apartment,Sale
South C Nairobi,5,5,5,"KSh 37,000,000",House,Sale
South C Nairobi,4,4,4,"KSh 22,000,000",House,Sale
South C Nairobi,4,4,4,"KSh 20,900,000",House,Sale
Lavington Nairobi,4,4,4,"KSh 68,000,000",House,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 5,400,000",Apartment,Sale
Loresho Nairobi,4,4,4,"KSh 35,000,000",House,Sale
Kilimani Nairobi,beds,1,1,"KSh 4,500,000",Apartment,Sale
Kiambu Road Nairobi,4,4,4,"KSh 45,000,000",House,Sale
Ngong Rd Nairobi,4,4,4,"KSh 27,000,000",House,Sale
Kiambu Road Nairobi,4,4,4,"KSh 29,500,000",House,Sale
Kitisuru Nairobi,3,3,3,"KSh 12,000,000",House,Sale
Joska Nairobi,3,3,3,"KSh 7,850,000",House,Sale
Ruaka Nairobi,3,3,3,"KSh 9,200,000",Apartment,Sale
Ruaka Nairobi,2,2,2,"KSh 8,200,000",Apartment,Sale
Ruaka Nairobi,1,1,1,"KSh 5,300,000",Apartment,Sale
Ruaka Nairobi,beds,1,1,"KSh 3,400,000",Apartment,Sale
Lavington Nairobi,5,5,5,"KSh 60,000,000",House,Sale
Thika Road Nairobi,3,3,3,"KSh 9,450,000",House,Sale
Ruaka Nairobi,4,4,4,"KSh 45,000,000",House,Sale
Kileleshwa Nairobi,beds,1,1,"KSh 5,000,000",Apartment,Sale
Kileleshwa Nairobi,1,1,1,"KSh 6,200,000",Apartment,Sale
Ngong Rd Nairobi,5,5,5,"KSh 20,500,000",House,Sale
South C Nairobi,4,4,4,"KSh 20,000,000",House,Sale
Westlands Nairobi,3,3,3,"KSh 24,500,000",House,Sale
Kiambu Road Nairobi,4,4,4,"KSh 28,000,000",House,Sale
Westlands Nairobi,2,2,2,"KSh 12,550,000",House,Sale
Westlands Nairobi,2,2,2,"KSh 11,250,000",House,Sale
Westlands Nairobi,1,1,1,"KSh 7,050,000",House,Sale
Karen Nairobi,beds,baths,Toilets,"KSh 45,000,000",House,Sale
Runda Nairobi,beds,baths,Toilets,"KSh 13,500,000",House,Sale
Runda Nairobi,beds,baths,Toilets,"KSh 350,000,000",House,Sale
Lavington Nairobi,beds,baths,Toilets,"KSh 365,000,000",Other,Sale
Runda Nairobi,beds,baths,Toilets,"KSh 50,000,000",House,Sale
Westlands Nairobi,1,1,1,"KSh 5,000,000",Apartment,Sale
Westlands Nairobi,1,1,1,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lavington Nairobi,2,3,3,"KSh 7,000,000",Apartment,Sale
Lower Kabete Nairobi,beds,baths,Toilets,"KSh 550,000,000",Other,Sale
